n000129,-0.1312145293,0.1022652090,0.0050364197,-0.0573404171,-0.0786651224,-0.0541635714,-0.0426836610,-0.0853343531,0.1015531570,-0.0211350638,0.2899885476,-0.0343907624,-0.2222207785,-0.1189895198,0.0031629577,0.1137187853,-0.1553937495,-0.1176504493,-0.1939283162,-0.1281858236,-0.0290081222,0.0042946823,0.0063070124,0.0034830119,-0.1409837008,-0.3372327685,-0.0682002753,-0.1397308707,0.1736744046,-0.1337669939,0.0014207255,-0.0276432503,-0.1836525351,-0.1234504804,0.0566859096,0.0441766344,-0.1090365425,-0.0960084274,0.2260937989,0.0876185298,-0.1370179653,0.0151283545,0.0370039493,0.2603197396,0.3311335444,0.0656628162,0.0432891548,-0.1829834282,0.1448863447,-0.2491715252,0.0809912533,0.1974035800,0.1447829455,0.0975167155,0.1202763245,-0.0648919418,0.0417081490,0.0833153352,-0.2228480577,0.0613392703,0.0923645571,-0.0495070815,-0.0911476240,-0.0735070780,0.1184096038,0.0659706816,-0.0956115052,-0.1057328060,0.2102968991,-0.1884628087,-0.0783768520,0.0840678364,-0.0625565723,-0.2005724162,-0.2809160650,0.0677796528,0.4432550967,0.2335884422,-0.1871491522,0.0070759221,-0.0356955826,-0.1237317994,0.0865583569,0.1115475968,-0.0880260020,-0.1518182009,-0.0329111628,0.0303377975,0.1713427007,-0.0244390834,0.0166725479,0.1852487624,-0.0078307018,0.0443322137,0.0457802787,0.0736167058,-0.1894373894,-0.0005499841,-0.0328540355,-0.1005218178,0.0966230035,-0.0501399711,0.0781331584,0.0813932195,-0.0791474655,0.2005726695,-0.0179387983,-0.0155042391,0.0476290770,-0.0699868500,0.0398678668,-0.0414026827,0.1431926936,-0.1684429944,0.2211851031,0.1931577176,-0.0146896150,0.0850832015,0.1141454875,0.0825512186,0.0094691897,0.0167424157,-0.1663355529,-0.0894957930,-0.0803058594,-0.0225765631,0.0333109163,-0.0266029220
n000129,-0.1407039762,0.0483840816,0.0316416286,-0.0766453221,-0.1000024155,-0.0816792697,-0.0441113785,-0.0799163580,0.1235399619,-0.0380649790,0.1915985793,-0.0516902953,-0.2349584401,-0.0614299364,0.0512356088,0.1011675671,-0.1791996360,-0.1306094378,-0.1727023870,-0.1219545379,-0.0440230817,-0.0008394438,0.0244031977,0.0013780213,-0.1397572756,-0.3839574158,-0.0567497127,-0.1389118582,0.1768713593,-0.0834824815,-0.0285161864,0.0002208027,-0.1642156243,-0.0713751912,0.0616020039,0.0209879372,-0.0184842553,-0.0708149374,0.2560229599,0.0633427948,-0.1664542109,0.0470931605,0.0312972926,0.1793224365,0.3149690032,0.0994505584,0.0378091894,-0.1569736153,0.1675057709,-0.2876506746,0.0872728080,0.1782176942,0.1279196590,0.0174947307,0.1781990528,-0.0934757367,0.0037394671,0.0279928185,-0.2129916996,0.0922707170,0.0877753422,-0.0508990139,-0.0703510940,-0.0825683698,0.1440318078,0.0596473515,-0.0871867910,-0.0507309996,0.1988180429,-0.1944540292,-0.0460808575,0.0490124077,-0.0303349290,-0.1642189920,-0.2493804693,0.0431123674,0.4126449823,0.2267577797,-0.2495312691,0.0197751485,-0.0481710620,-0.1085804179,0.1213359237,0.0677840188,-0.1028133258,-0.1693392396,-0.0446223617,-0.0157182273,0.2127721012,-0.0168319046,0.0455283895,0.1984154582,0.0195201281,0.0850082710,0.0260796007,0.0418554097,-0.1856272221,-0.0720587820,-0.0477694571,-0.0789071172,0.0961474627,-0.0346475095,0.0552159250,0.0797701254,-0.1290209442,0.1476442367,-0.0467697568,-0.0810139477,0.0255283937,-0.0087589202,0.0356769636,-0.0503908694,0.1186268777,-0.1863832921,0.2102413028,0.1999485493,-0.0583457798,0.1072675139,0.0438140929,0.0604901090,0.0100586629,0.0556207262,-0.1044521108,-0.1348154843,-0.0389379263,-0.0231060609,0.0271413811,0.0073265452
n000129,-0.1494871527,0.1472431272,0.0148619702,-0.0026981577,-0.0993400440,-0.0499524698,-0.0071863639,-0.1086057052,0.1819087565,0.0122389514,0.2401497215,-0.0234316811,-0.2189128995,-0.0595032759,-0.0476504229,0.1149914786,-0.1581202149,-0.1274795979,-0.1495921165,-0.1130471602,0.0476398505,-0.0147160077,-0.0061831451,0.0300118551,-0.1595152766,-0.3271557987,-0.1066746041,-0.1492977589,0.1140559763,-0.1270869076,0.0299679190,-0.0299983639,-0.1708106846,-0.1145323887,0.0481791943,0.0086866915,-0.1201956421,-0.0565502793,0.2141811252,0.0462188870,-0.1700699329,0.0392194167,0.0627173632,0.2666965723,0.2796228230,0.0651202202,0.0211187322,-0.1163186878,0.1460489184,-0.2513237000,0.0660995841,0.2430524081,0.1811052710,0.1011146903,0.1567710340,-0.0499465391,0.0075662304,0.0893264040,-0.1946352720,0.0908903554,0.1275699288,-0.1052188426,-0.0681845844,-0.0638304427,0.0547785051,0.0463113673,-0.1022513211,-0.0576529093,0.1479381472,-0.1737601459,-0.0503241234,0.0472418144,-0.0692126453,-0.2659824193,-0.2766835093,0.0900372416,0.4413352907,0.2241504490,-0.1742392778,0.0242357515,-0.0386515930,-0.0392506905,0.0516948923,0.0572351068,-0.0808058381,-0.1305583864,-0.0862786770,0.0230511744,0.1455145925,-0.0694346130,0.0412848964,0.1949227750,-0.0341862701,0.0122078639,0.0004458674,0.0927952304,-0.1848855317,-0.0152082844,-0.0386358276,-0.0445424505,0.0592905097,-0.0467458293,0.0366579443,-0.0092428979,-0.1045720950,0.1460867971,0.0102843856,-0.0290328283,-0.0527863540,-0.0591692030,-0.0612827279,-0.0038692190,0.1468165964,-0.1884772331,0.2680330575,0.1788312346,-0.0890101418,0.1241447777,0.1019687206,0.0481009483,0.0004858604,-0.0269376766,-0.0672185421,-0.1399570554,-0.0240549576,-0.0023422393,0.0100276526,-0.0468791537
n000129,-0.1198383421,0.0698846206,-0.0377340540,-0.0409868099,-0.0581687726,-0.0185807329,-0.0088003492,-0.0744135529,0.1318068951,0.0057804552,0.2507285178,-0.0663336217,-0.2882549167,-0.1399631500,0.0233084671,0.1106363013,-0.1532472372,-0.1225226149,-0.1893349439,-0.0921159759,-0.0361637846,0.0229727514,0.0480251350,0.0264390241,-0.1216461360,-0.4073300660,-0.0923997760,-0.1553859115,0.1252786219,-0.1495475024,-0.0421452671,-0.0127779711,-0.1599019170,-0.0955619216,0.0710823387,0.0277656671,-0.0351743288,-0.1180269718,0.2397678196,0.0633175448,-0.1573873311,0.0181986578,0.0868103132,0.2217911780,0.2973238230,0.0613523051,0.0078684781,-0.1184806228,0.1404712200,-0.2576925159,0.1180036142,0.2157138288,0.1349727064,0.0336518809,0.1761652976,-0.0442375019,-0.0018890558,0.0604195371,-0.1803006828,0.0610023960,0.0930885226,-0.0392836519,-0.0721888021,-0.0753637031,0.0550923608,0.0397501737,-0.0690421686,-0.1087516397,0.1330115497,-0.2213000059,-0.0564095303,0.0547596775,-0.0800093561,-0.2229666412,-0.2731478810,0.0786551535,0.4350019395,0.2612102032,-0.1837218851,0.0803557932,-0.0453735106,-0.1335029453,0.0944220647,0.0662470609,-0.0591336377,-0.1315696090,-0.0993471593,0.0204194691,0.1961474866,-0.0210790914,0.0268847197,0.2031116784,-0.0473565720,0.0463972054,0.0474548750,0.0370999165,-0.1556045264,-0.0321439467,-0.0242733136,-0.0664655119,0.1002540067,-0.0713571683,0.0442025885,0.0304259937,-0.1249932945,0.1043195426,-0.0125438254,-0.0498348512,0.0603982694,-0.0341838375,-0.0182061158,-0.0404499508,0.1369575411,-0.2082554400,0.2031886280,0.1626506746,-0.0329192840,0.0997591168,0.0870992690,0.1014309824,0.0191929452,0.0181659516,-0.1166014373,-0.1394732445,-0.0455821380,0.0280041508,0.0381035656,-0.0181083512
n000129,-0.1008745432,0.1032866165,0.0258389972,-0.0738261864,-0.0964296386,-0.0249008369,-0.0678147897,-0.0911742821,0.1299774051,-0.0318797752,0.2677051425,-0.0094436221,-0.2705224156,-0.0989993438,0.0121641923,0.1017334089,-0.1703071743,-0.1116721928,-0.1932950467,-0.1111179441,-0.0265627299,0.0307838209,0.0336802825,-0.0131508233,-0.1324167103,-0.3622732162,-0.0750266388,-0.1302971244,0.1456640214,-0.1641131490,-0.0329808705,-0.0374306999,-0.1435919553,-0.0776541978,0.0150104826,0.0432157479,-0.0798383877,-0.0929181799,0.1942081898,0.1045780852,-0.1741791219,0.0202642847,0.0277402587,0.2415337414,0.3100242019,0.0774476230,0.0645398796,-0.1355111748,0.1316235363,-0.2614320219,0.0818925425,0.1901426166,0.1537558585,0.0155984852,0.1952510327,-0.0656384528,0.0110964375,0.0536974408,-0.1901064664,0.1160503700,0.1220136210,-0.0707364455,-0.0564739108,-0.0606542639,0.0975706950,0.0394821540,-0.0738111362,-0.0904676616,0.1535403281,-0.2191336453,-0.1140691489,0.0879418328,-0.0434895046,-0.2232267708,-0.2951190770,0.0248370022,0.4481152594,0.2568354905,-0.2146852463,0.0443088673,-0.0159089286,-0.1358425468,0.1328842640,0.1135419905,-0.0779997408,-0.0719452873,-0.1254334301,0.0048704324,0.2164262235,-0.0437836461,0.0265287962,0.2238228321,0.0027459569,0.0533863269,0.0473079011,0.0455573611,-0.1735745072,-0.0363750048,-0.0390275158,-0.1045852080,0.0920988098,-0.0744047165,0.0271602273,0.0078423619,-0.0786040276,0.1561152935,-0.0180359203,-0.0430256501,0.0044790376,-0.0646986142,-0.0037844814,-0.0405806638,0.1769937575,-0.1993742138,0.1646095216,0.2196934074,-0.0201781970,0.0859377310,0.1105014607,0.0730027407,0.0081191184,0.0102945976,-0.1039526761,-0.1363679767,-0.0932881832,-0.0312284753,0.0616784506,-0.0046986011
n000129,-0.1153542772,0.0537775531,-0.0211225208,-0.0795484632,-0.0648060963,-0.0426272601,0.0278870557,-0.0686542541,0.1340839416,-0.0153769376,0.2464180887,-0.0557448529,-0.2289523184,-0.1244069934,0.0527578890,0.0928125679,-0.1780721992,-0.1185730100,-0.1898332983,-0.0995814502,0.0024437611,0.0076498324,0.0550854094,0.0013378008,-0.1507437527,-0.3589724600,-0.0852049366,-0.1348970979,0.1359229237,-0.0807394832,0.0179106668,-0.0150098549,-0.1733839214,-0.0917977318,0.0299770180,0.0426812284,-0.0333482102,-0.0784116462,0.2224466503,0.0716124624,-0.1835386753,0.0511455759,0.0909392983,0.1932994574,0.3239736557,0.0504611656,0.0044863811,-0.1131025180,0.1050350517,-0.2903439999,0.1106503382,0.1921348274,0.1171921641,0.0546123348,0.1393678188,-0.0137874614,0.0049015610,0.0848044306,-0.1691220254,0.0756250992,0.1297103018,-0.0336758643,-0.0723181367,-0.0645708218,0.0802256688,0.0827262253,-0.0854507163,-0.0968702808,0.1111936793,-0.2147952020,-0.1076069325,0.0672976896,-0.0779205635,-0.1753044128,-0.2642942369,0.0724400431,0.4397328198,0.2264719605,-0.1905439645,0.0264288653,-0.0710814521,-0.0803480670,0.1225196049,0.0664338097,-0.0506892204,-0.1487405300,-0.0925607085,0.0103541762,0.1892841011,-0.0239862911,0.0172786396,0.2260875553,-0.0072800219,0.0687157139,0.0334298126,0.0538126640,-0.1370320767,-0.0311603881,-0.0534542091,-0.0890967846,0.1000823304,-0.0515956618,0.0422017314,0.0479709655,-0.1119896770,0.1549097896,-0.0222121757,-0.0279856529,0.0829545856,-0.0236788783,0.0400504395,-0.0311036725,0.1250733882,-0.1453088075,0.1929358393,0.1798691005,-0.0556269363,0.0794358924,0.1085588187,0.1107761562,-0.0059269224,0.0459403060,-0.1276612729,-0.0883662030,-0.0727144331,0.0083482740,0.0482523739,-0.0080718249
n000129,-0.0913858190,0.0236240104,-0.0130897667,-0.0162188187,-0.0827987790,-0.0364644416,0.0084514469,-0.0594684035,0.1348000914,0.0082524493,0.2559636533,-0.0588818043,-0.2585781813,-0.0997411013,-0.0402520187,0.1154434159,-0.1412578076,-0.1310892850,-0.2117122412,-0.1113393381,-0.0414350778,-0.0028299023,0.0459131971,0.0173198227,-0.1452850699,-0.3580367565,-0.0797646865,-0.1226220280,0.0918383896,-0.1052776724,-0.0004880503,0.0334348120,-0.1485965848,-0.0709076971,0.0847223923,0.0217155926,-0.0020571502,-0.0824280232,0.2571899295,0.0612806641,-0.1748023778,0.0405455120,0.0699383244,0.2076550573,0.2720844746,0.0691616237,0.0020802147,-0.1333130151,0.1463632286,-0.2272695452,0.0933389738,0.2124112099,0.1566821933,0.0219725296,0.1311547905,-0.0296174921,0.0146377422,0.1757310033,-0.1886605322,0.0538752526,0.0417251587,-0.0897673443,-0.0502102673,-0.0686816499,0.0919756815,0.0631752089,-0.0881957859,-0.0854663104,0.1932397634,-0.1844301522,-0.0656856745,0.0615977831,-0.0608925335,-0.1980250627,-0.2685963213,0.0622400157,0.5009675622,0.2043531239,-0.2244313508,0.0410047360,-0.0361412726,-0.1219038442,0.0713473335,0.1018530354,-0.1236255020,-0.1418240964,-0.1052203178,-0.0278043635,0.2070199102,0.0252142251,0.0185533818,0.2012382895,-0.0166332163,0.0482202917,0.0538821295,0.0199908894,-0.1566319764,-0.0323089547,-0.0271065664,-0.0917028785,0.0605206937,-0.0645575300,0.0340910479,0.0319779031,-0.1164742112,0.1134041399,-0.0375209078,-0.0488830246,0.0424641147,-0.0255386811,0.0709589720,-0.0322803222,0.1361093521,-0.2158832848,0.1674023420,0.1388864219,-0.0076122899,0.1193270311,0.0705477521,0.0990414321,0.0048439046,0.0111287581,-0.1332587004,-0.1122624874,-0.0274017435,-0.0399456508,0.0808035880,-0.0018078359
n000129,-0.1070010439,0.0617357381,0.0297427587,-0.0428078324,-0.0928702801,-0.0585298203,-0.0182007197,-0.0383757614,0.0705557615,-0.0178415738,0.2452725917,-0.0736154690,-0.2108012140,-0.0507075191,-0.0474132560,0.0765250325,-0.1277234852,-0.0897365734,-0.1997491419,-0.1269830763,-0.0359201953,0.0140838334,-0.0277992859,0.0131112970,-0.1584237069,-0.2625842094,-0.0959041193,-0.1034034118,0.1305520684,-0.0661251098,0.0475411639,0.0215523466,-0.1107430980,-0.0648591891,0.0790575296,0.0460928008,-0.0589943267,-0.0706138313,0.2726444900,0.0585374907,-0.1382055134,0.0081285276,0.0844325647,0.2807693183,0.2674243748,0.0104790153,0.0257003922,-0.1172783002,0.1174917892,-0.2707657814,0.0735614896,0.2347903252,0.1658074260,0.0918964893,0.1188283116,-0.0506705679,0.0450131260,0.1703126580,-0.1393079013,0.0805588141,0.0962917134,-0.0857815072,-0.1028685048,-0.0786847621,0.0800014436,0.0837002248,-0.1081655622,-0.1257916987,0.1690030843,-0.2035510391,-0.0788587853,0.0959481895,-0.0622799918,-0.1601690203,-0.2541428506,0.0648075342,0.4441468716,0.2567121387,-0.2095620781,0.0087928399,-0.0435400009,-0.0779305473,0.1037026048,0.0865399837,-0.1406225115,-0.1297870278,-0.0666067302,0.0250907652,0.1563896984,-0.0145516545,0.0478022136,0.1754049361,0.0377353616,0.0336246043,0.0330405757,0.0041798488,-0.1552633196,-0.0387504548,-0.0337920487,-0.0577908643,0.1205636635,-0.0673129484,0.0880883336,0.0773173422,-0.1178687960,0.1808296740,-0.0280121323,-0.0277382843,0.0694635808,-0.0339948796,0.0454338677,-0.0131904194,0.1969363689,-0.1410427541,0.1181404740,0.1416950375,-0.0465354659,0.0751277879,0.1607013792,0.1132472605,-0.0149760386,0.0132260397,-0.1347956508,-0.0697912946,-0.0818245709,-0.0474883839,0.0278165154,-0.0410563238
n000129,-0.0891843811,0.0539516807,0.0039079241,-0.0731678307,-0.0943977907,-0.0458997265,0.0157542601,-0.0458398983,0.1201536059,-0.0160611235,0.2254243195,-0.0620447472,-0.2745762467,-0.0842225254,-0.0061521251,0.1036110967,-0.1906092316,-0.0716293752,-0.2097881287,-0.1398478895,-0.0191625319,0.0533779003,0.0347494744,-0.0117905075,-0.1221271604,-0.3619236350,-0.0975693017,-0.1244634092,0.1275981814,-0.0846654326,0.0375708267,0.0187596306,-0.1343794167,-0.0768920407,0.0615270250,0.0172408074,-0.0222745575,-0.0815044865,0.2022778988,0.0979280621,-0.1417320669,0.0333382525,0.0741787702,0.2122219652,0.2851463854,0.0960318819,0.0155860065,-0.1104869992,0.1348334104,-0.2554865479,0.0561257489,0.1900284588,0.1233466715,0.0359272920,0.1533381343,-0.0380707867,0.0151775312,0.1104186326,-0.1812682748,0.0629867390,0.0751703158,-0.0828471705,-0.0764148533,-0.0680454448,0.0633080527,0.0440333523,-0.0831436515,-0.1029547974,0.1536101401,-0.2315357774,-0.0958256274,0.0788232088,-0.0704098195,-0.1481595039,-0.2581710517,0.0369566940,0.4670575261,0.2235460728,-0.1808988750,-0.0116794147,-0.0336251743,-0.1065986082,0.1151557267,0.1022912487,-0.0776544213,-0.1615874618,-0.0882000253,-0.0013070754,0.1862592995,-0.0371781327,0.0075777797,0.2043231428,-0.0016907719,0.0801992491,-0.0022380238,-0.0021077711,-0.1697043478,-0.0344207212,-0.0144444220,-0.0924254581,0.0908207968,-0.0459558479,0.0198420491,0.0404787660,-0.0960744247,0.1489332765,-0.0376322232,-0.0615013130,0.0330511965,-0.0540695339,0.0448334962,-0.0002428374,0.1636646539,-0.1603252441,0.1685847342,0.2108189762,-0.0615385883,0.0837169960,0.0692484453,0.0766688064,-0.0074825017,0.0170276426,-0.1361050010,-0.1363245994,-0.0622721165,-0.0421387292,0.0405537523,-0.0629296303
n000129,-0.1391299367,0.0797946528,0.0210049208,-0.0340840593,-0.0599593297,-0.0577212088,-0.0547885038,-0.0556399338,0.1152727306,-0.0335789509,0.2657509744,-0.0267804302,-0.2668325603,-0.1069467142,0.0051624919,0.0753458738,-0.1605690569,-0.1242483556,-0.1487613171,-0.0857351273,0.0061437078,0.0210529771,0.0401719622,0.0076506664,-0.1640162766,-0.3955932260,-0.0997516811,-0.1252354234,0.0916666165,-0.1123486683,0.0444027670,-0.0158411320,-0.1406312883,-0.0708138645,0.0429858081,0.0067914627,-0.0277109258,-0.0756787285,0.2632959783,0.1482692808,-0.2020919025,0.0626638979,0.0417627357,0.2854602039,0.2629356980,0.0690343156,0.0087449066,-0.1147949919,0.1321230978,-0.2825697958,0.0608012676,0.2281027883,0.1324125826,0.0253095571,0.1587691307,-0.0594979040,0.0326569229,0.0657363981,-0.2274435461,0.0549612455,0.0522648618,-0.0503189415,-0.0465726107,-0.0615069419,0.0974654183,0.0796065107,-0.0912511572,-0.0917729884,0.1483083516,-0.2006969005,-0.0787184015,0.1213185340,-0.0647840276,-0.2105919421,-0.2552437484,0.0921069235,0.4809021354,0.2415881604,-0.2034267187,0.0273551960,-0.0370008610,-0.1391234845,0.0659765974,0.1226437092,-0.1177193820,-0.0858994201,-0.0633511171,-0.0125546781,0.1639600247,0.0312636495,-0.0003349123,0.2372843176,0.0268116295,0.0793133974,0.0897249132,0.0152522698,-0.1927638650,-0.0682106093,-0.0706452355,-0.1235538796,0.0676169693,-0.0673885122,0.0514015146,0.0517920069,-0.1301344782,0.1673129350,-0.0216222052,-0.1029365137,0.0250739604,0.0234564040,0.0429050326,-0.0341100954,0.1123407483,-0.2048471570,0.1595668644,0.1825574934,0.0182254948,0.1153016388,0.1166530773,0.0584723279,-0.0321866423,0.0518697947,-0.0857513174,-0.1282801926,-0.0690666735,-0.0191796236,0.0677619204,-0.0597349852
